n,k_cap_mean,k_cap_sd,radius,simulation_rounds,population_density,replicate,network_density,network_is_connected,network_num_components,network_largest_component_size,network_avg_shortest_path,network_diameter,network_clustering_coef,network_modularity,network_assortativity
1000,50,25.0,0.1,100000,0.0001,29,0.041823823823823825,True,1,1000,2.3063583583583585,4,0.1684630941237026,0.39468342972208426,0.05806282428091685
1000,50,25.0,0.1,100000,0.0001,30,0.0416936936936937,True,1,1000,2.316182182182182,4,0.17136785645989622,0.3967875297693956,0.061741503575454715
1000,50,25.0,0.1,100000,0.0001,31,0.04268668668668669,True,1,1000,2.292874874874875,4,0.1717195314484618,0.3853364107936727,0.06154437385933777
1000,50,25.0,0.1,100000,0.0001,32,0.042232232232232235,True,1,1000,2.303083083083083,4,0.17239581056365283,0.38702186032879515,0.07236897719845974
1000,50,25.0,0.1,100000,0.0001,33,0.04163163163163163,True,1,1000,2.31392992992993,4,0.17045679041670453,0.37134006321571583,0.06608454256546485
1000,50,25.0,0.1,100000,0.0001,34,0.041891891891891894,True,1,1000,2.306890890890891,4,0.17339626224587454,0.3955798089838404,0.059050282353782256
1000,50,25.0,0.1,100000,0.0001,35,0.04128328328328328,True,1,1000,2.318856856856857,4,0.1676261488395748,0.3776974246480118,0.0650407206000077
1000,50,25.0,0.1,100000,0.0001,36,0.04263863863863864,True,1,1000,2.2943723723723726,4,0.17027074919466512,0.37721066662248137,0.053778707765469946
1000,50,25.0,0.1,100000,0.0001,37,0.04282282282282282,True,1,1000,2.290984984984985,4,0.17153788255564903,0.3649524907651288,0.05255336186065597
1000,50,25.0,0.1,100000,0.0001,38,0.041515515515515515,True,1,1000,2.303861861861862,4,0.1633042180964732,0.3437615241610388,0.04693456836010796
1000,50,25.0,0.1,100000,0.0001,39,0.04191791791791792,True,1,1000,2.3077097097097097,4,0.16755642107129,0.37511229474798813,0.06698200383556706
1000,50,25.0,0.1,100000,0.0001,40,0.04234034034034034,True,1,1000,2.2996676676676677,4,0.17075520329215943,0.3808075589288157,0.0533256130041333
1000,50,25.0,0.1,100000,0.0001,41,0.04188588588588588,True,1,1000,2.302,4,0.17100109992675497,0.3568373781227246,0.061307093227329676
1000,50,25.0,0.1,100000,0.0001,42,0.042422422422422425,True,1,1000,2.2996416416416414,4,0.1699884235080003,0.3806796404405098,0.05461903837217004
1000,50,25.0,0.1,100000,0.0001,43,0.041375375375375376,True,1,1000,2.3114674674674673,4,0.16699044268484406,0.3498037596212287,0.05217919476948797
1000,50,25.0,0.1,100000,0.0001,44,0.04226226226226226,True,1,1000,2.304152152152152,4,0.17170794770626976,0.3906878936683421,0.051437855283287766
1000,50,25.0,0.1,100000,0.0001,45,0.04207007007007007,True,1,1000,2.308244244244244,4,0.17383731776467018,0.38539324429768046,0.05871024082527878
1000,50,25.0,0.1,100000,0.0001,46,0.0425965965965966,True,1,1000,2.296202202202202,4,0.1692011678930441,0.38797555535733724,0.0780528001738827
1000,50,25.0,0.1,100000,0.0001,47,0.041891891891891894,True,1,1000,2.3026666666666666,4,0.16852779661194017,0.37402077454183674,0.06164431531173317
1000,50,25.0,0.1,100000,0.0001,48,0.042018018018018015,True,1,1000,2.3061681681681683,4,0.17406660912090224,0.33563735009675816,0.03194891398757407
1000,50,25.0,0.1,100000,0.0001,49,0.04175375375375375,True,1,1000,2.315015015015015,4,0.17410582470970531,0.4095299389063318,0.06817858690493561
1000,50,25.0,0.1,100000,0.00031622776601683794,0,0.04102902902902903,True,1,1000,2.325193193193193,4,0.17088504778064229,0.3830798521183735,0.05734992960012709
1000,50,25.0,0.1,100000,0.00031622776601683794,1,0.04236636636636636,True,1,1000,2.3006586586586586,4,0.1702105488108602,0.3664693903522961,0.059911249677568106
1000,50,25.0,0.1,100000,0.00031622776601683794,2,0.040930930930930934,True,1,1000,2.31998998998999,4,0.1693065918345971,0.39495482903298407,0.04954963287205926
1000,50,25.0,0.1,100000,0.00031622776601683794,3,0.04144144144144144,True,1,1000,2.3164864864864865,4,0.17280413239417744,0.36539931270274684,0.05308276486832131
1000,50,25.0,0.1,100000,0.00031622776601683794,4,0.04245045045045045,True,1,1000,2.298788788788789,4,0.17229103178325006,0.3658071717042636,0.06991796689948025
1000,50,25.0,0.1,100000,0.00031622776601683794,5,0.041593593593593596,True,1,1000,2.317347347347347,5,0.1729294707533102,0.37837426132334206,0.06679713427155995
1000,50,25.0,0.1,100000,0.00031622776601683794,6,0.04196196196196196,True,1,1000,2.3035795795795795,4,0.16870073464178645,0.38795421053733764,0.044169331693476706
1000,50,25.0,0.1,100000,0.00031622776601683794,7,0.04183983983983984,True,1,1000,2.306944944944945,4,0.17013795907529194,0.36796461631601246,0.05719152296630244
1000,50,25.0,0.1,100000,0.00031622776601683794,8,0.04206006006006006,True,1,1000,2.306172172172172,4,0.17057764766248815,0.3898322501882462,0.056984029325235636
1000,50,25.0,0.1,100000,0.00031622776601683794,9,0.04253053053053053,True,1,1000,2.299103103103103,4,0.16856633733652976,0.3907027058816939,0.06460860509142506
1000,50,25.0,0.1,100000,0.00031622776601683794,10,0.04102702702702703,True,1,1000,2.3211591591591594,4,0.1700287437124803,0.34907730775142554,0.0641817798585377
1000,50,25.0,0.1,100000,0.00031622776601683794,11,0.04302102102102102,True,1,1000,2.287603603603604,4,0.16725364113466135,0.3874977166744474,0.07313953235814205
1000,50,25.0,0.1,100000,0.00031622776601683794,12,0.04173173173173173,True,1,1000,2.3174794794794793,5,0.17048944629929214,0.39770168638400105,0.05861989321832707
1000,50,25.0,0.1,100000,0.00031622776601683794,13,0.04143143143143143,True,1,1000,2.3122562562562563,4,0.168614210801879,0.3740301031076354,0.056784811418659674
1000,50,25.0,0.1,100000,0.00031622776601683794,14,0.042002002002002,True,1,1000,2.307257257257257,4,0.1710833512730586,0.36984427040687895,0.04861017756486053
1000,50,25.0,0.1,100000,0.00031622776601683794,15,0.041203203203203205,True,1,1000,2.31981981981982,4,0.1737704414246659,0.35544284887177957,0.056352334892647966
1000,50,25.0,0.1,100000,0.00031622776601683794,16,0.04271471471471471,True,1,1000,2.302816816816817,4,0.17523458141331333,0.3659826977037741,0.05956382163526454
1000,50,25.0,0.1,100000,0.00031622776601683794,17,0.04152952952952953,True,1,1000,2.312802802802803,4,0.16985258707195341,0.3880865009554336,0.05476851595915692
1000,50,25.0,0.1,100000,0.00031622776601683794,18,0.04187987987987988,True,1,1000,2.304972972972973,4,0.1695062828784493,0.36323507491961443,0.07444319119720096
1000,50,25.0,0.1,100000,0.00031622776601683794,19,0.04138938938938939,True,1,1000,2.312798798798799,4,0.16892913489756017,0.3858289749778971,0.052268801835075075
